A fact sheet with definitions and metadata for this dataset can be found at http://www.stateair.net/web/historical/1/1.html.,,,,,,,,,,
The U.S. Department of State Data Use Statement at http://www.stateair.net/web/historical/1/1.html applies to these and all data available from the Mission China air quality monitoring program.,,,,,,,,,,
,,,,,,,,,,
Site,Parameter,Date (LST),Year,Month,Day,Hour,Value,Unit,Duration,QC Name
Beijing,PM2.5,42403.20833,2016,2,3,5,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,42403.25,2016,2,3,6,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,42403.29167,2016,2,3,7,39,µg/m³,1 Hr,Valid
Beijing,PM2.5,42403.33333,2016,2,3,8,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,42403.375,2016,2,3,9,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,42403.41667,2016,2,3,10,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,42403.45833,2016,2,3,11,44,µg/m³,1 Hr,Valid
Beijing,PM2.5,42403.5,2016,2,3,12,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,42403.54167,2016,2,3,13,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,42403.58333,2016,2,3,14,50,µg/m³,1 Hr,Valid
Beijing,PM2.5,42403.625,2016,2,3,15,39,µg/m³,1 Hr,Valid
Beijing,PM2.5,42403.66667,2016,2,3,16,36,µg/m³,1 Hr,Valid
Beijing,PM2.5,42403.70833,2016,2,3,17,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,42403.75,2016,2,3,18,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,42403.79167,2016,2,3,19,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,42403.83333,2016,2,3,20,46,µg/m³,1 Hr,Valid
Beijing,PM2.5,42403.875,2016,2,3,21,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,42403.91667,2016,2,3,22,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,42403.95833,2016,2,3,23,31,µg/m³,1 Hr,Valid
Beijing,PM2.5,42404,2016,2,4,0,43,µg/m³,1 Hr,Valid
Beijing,PM2.5,42404.04167,2016,2,4,1,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,42404.08333,2016,2,4,2,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,42404.125,2016,2,4,3,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,42404.16667,2016,2,4,4,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,42404.20833,2016,2,4,5,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,42404.25,2016,2,4,6,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,42404.29167,2016,2,4,7,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,42404.33333,2016,2,4,8,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,42404.375,2016,2,4,9,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,42404.41667,2016,2,4,10,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,42404.45833,2016,2,4,11,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,42404.5,2016,2,4,12,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,42404.54167,2016,2,4,13,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,42404.58333,2016,2,4,14,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,42404.625,2016,2,4,15,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,42404.66667,2016,2,4,16,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,42404.70833,2016,2,4,17,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,42404.75,2016,2,4,18,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,42404.79167,2016,2,4,19,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,42404.83333,2016,2,4,20,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,42404.875,2016,2,4,21,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,42404.91667,2016,2,4,22,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,42404.95833,2016,2,4,23,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,42405,2016,2,5,0,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,42405.04167,2016,2,5,1,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,42405.08333,2016,2,5,2,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,42405.125,2016,2,5,3,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,42405.16667,2016,2,5,4,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,42405.20833,2016,2,5,5,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,42405.25,2016,2,5,6,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,42405.29167,2016,2,5,7,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,42405.33333,2016,2,5,8,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,42405.375,2016,2,5,9,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,42405.41667,2016,2,5,10,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,42405.45833,2016,2,5,11,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,42405.5,2016,2,5,12,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,42405.54167,2016,2,5,13,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,42405.58333,2016,2,5,14,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,42405.625,2016,2,5,15,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,42405.66667,2016,2,5,16,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,42405.70833,2016,2,5,17,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,42405.75,2016,2,5,18,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,42405.79167,2016,2,5,19,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,42405.83333,2016,2,5,20,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,42405.875,2016,2,5,21,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,42405.91667,2016,2,5,22,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,42405.95833,2016,2,5,23,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,42406,2016,2,6,0,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,42406.04167,2016,2,6,1,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,42406.08333,2016,2,6,2,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,42406.125,2016,2,6,3,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,42406.16667,2016,2,6,4,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,42406.20833,2016,2,6,5,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,42406.25,2016,2,6,6,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,42406.29167,2016,2,6,7,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,42406.33333,2016,2,6,8,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,42406.375,2016,2,6,9,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,42406.41667,2016,2,6,10,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,42406.45833,2016,2,6,11,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,42406.5,2016,2,6,12,42,µg/m³,1 Hr,Valid
Beijing,PM2.5,42406.54167,2016,2,6,13,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,42406.58333,2016,2,6,14,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,42406.625,2016,2,6,15,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,42406.66667,2016,2,6,16,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,42406.70833,2016,2,6,17,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,42406.75,2016,2,6,18,49,µg/m³,1 Hr,Valid
Beijing,PM2.5,42406.79167,2016,2,6,19,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,42406.83333,2016,2,6,20,66,µg/m³,1 Hr,Valid
Beijing,PM2.5,42406.875,2016,2,6,21,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,42406.91667,2016,2,6,22,79,µg/m³,1 Hr,Valid
Beijing,PM2.5,42406.95833,2016,2,6,23,96,µg/m³,1 Hr,Valid
Beijing,PM2.5,42407,2016,2,7,0,84,µg/m³,1 Hr,Valid
Beijing,PM2.5,42407.04167,2016,2,7,1,88,µg/m³,1 Hr,Valid
Beijing,PM2.5,42407.08333,2016,2,7,2,93,µg/m³,1 Hr,Valid
Beijing,PM2.5,42407.125,2016,2,7,3,75,µg/m³,1 Hr,Valid
Beijing,PM2.5,42407.16667,2016,2,7,4,57,µg/m³,1 Hr,Valid
Beijing,PM2.5,42407.20833,2016,2,7,5,38,µg/m³,1 Hr,Valid
Beijing,PM2.5,42407.25,2016,2,7,6,33,µg/m³,1 Hr,Valid
Beijing,PM2.5,42407.29167,2016,2,7,7,31,µg/m³,1 Hr,Valid
Beijing,PM2.5,42407.33333,2016,2,7,8,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,42407.375,2016,2,7,9,30,µg/m³,1 Hr,Valid
Beijing,PM2.5,42407.41667,2016,2,7,10,36,µg/m³,1 Hr,Valid
Beijing,PM2.5,42407.45833,2016,2,7,11,24,µg/m³,1 Hr,Valid
Beijing,PM2.5,42407.5,2016,2,7,12,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,42407.54167,2016,2,7,13,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,42407.58333,2016,2,7,14,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,42407.625,2016,2,7,15,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,42407.66667,2016,2,7,16,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,42407.70833,2016,2,7,17,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,42407.75,2016,2,7,18,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,42407.79167,2016,2,7,19,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,42407.83333,2016,2,7,20,60,µg/m³,1 Hr,Valid
Beijing,PM2.5,42407.875,2016,2,7,21,72,µg/m³,1 Hr,Valid
Beijing,PM2.5,42407.91667,2016,2,7,22,103,µg/m³,1 Hr,Valid
Beijing,PM2.5,42407.95833,2016,2,7,23,151,µg/m³,1 Hr,Valid
Beijing,PM2.5,42408,2016,2,8,0,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,42408.04167,2016,2,8,1,544,µg/m³,1 Hr,Valid
Beijing,PM2.5,42408.08333,2016,2,8,2,502,µg/m³,1 Hr,Valid
Beijing,PM2.5,42408.125,2016,2,8,3,-999,µg/m³,1 Hr,Missing
Beijing,PM2.5,42408.16667,2016,2,8,4,601,µg/m³,1 Hr,Valid
Beijing,PM2.5,42408.20833,2016,2,8,5,564,µg/m³,1 Hr,Valid
Beijing,PM2.5,42408.25,2016,2,8,6,562,µg/m³,1 Hr,Valid
Beijing,PM2.5,42408.29167,2016,2,8,7,299,µg/m³,1 Hr,Valid
Beijing,PM2.5,42408.33333,2016,2,8,8,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,42408.375,2016,2,8,9,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,42408.41667,2016,2,8,10,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,42408.45833,2016,2,8,11,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,42408.5,2016,2,8,12,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,42408.54167,2016,2,8,13,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,42408.58333,2016,2,8,14,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,42408.625,2016,2,8,15,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,42408.66667,2016,2,8,16,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,42408.70833,2016,2,8,17,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,42408.75,2016,2,8,18,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,42408.79167,2016,2,8,19,19,µg/m³,1 Hr,Valid
Beijing,PM2.5,42408.83333,2016,2,8,20,64,µg/m³,1 Hr,Valid
Beijing,PM2.5,42408.875,2016,2,8,21,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,42408.91667,2016,2,8,22,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,42408.95833,2016,2,8,23,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,42409,2016,2,9,0,23,µg/m³,1 Hr,Valid
Beijing,PM2.5,42409.04167,2016,2,9,1,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,42409.08333,2016,2,9,2,29,µg/m³,1 Hr,Valid
Beijing,PM2.5,42409.125,2016,2,9,3,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,42409.16667,2016,2,9,4,28,µg/m³,1 Hr,Valid
Beijing,PM2.5,42409.20833,2016,2,9,5,32,µg/m³,1 Hr,Valid
Beijing,PM2.5,42409.25,2016,2,9,6,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,42409.29167,2016,2,9,7,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,42409.33333,2016,2,9,8,20,µg/m³,1 Hr,Valid
Beijing,PM2.5,42409.375,2016,2,9,9,27,µg/m³,1 Hr,Valid
Beijing,PM2.5,42409.41667,2016,2,9,10,31,µg/m³,1 Hr,Valid
Beijing,PM2.5,42409.45833,2016,2,9,11,47,µg/m³,1 Hr,Valid
Beijing,PM2.5,42409.5,2016,2,9,12,56,µg/m³,1 Hr,Valid
Beijing,PM2.5,42409.54167,2016,2,9,13,48,µg/m³,1 Hr,Valid
Beijing,PM2.5,42409.58333,2016,2,9,14,41,µg/m³,1 Hr,Valid
Beijing,PM2.5,42409.625,2016,2,9,15,52,µg/m³,1 Hr,Valid
Beijing,PM2.5,42409.66667,2016,2,9,16,63,µg/m³,1 Hr,Valid
Beijing,PM2.5,42409.70833,2016,2,9,17,73,µg/m³,1 Hr,Valid
Beijing,PM2.5,42409.75,2016,2,9,18,78,µg/m³,1 Hr,Valid
Beijing,PM2.5,42409.79167,2016,2,9,19,70,µg/m³,1 Hr,Valid
Beijing,PM2.5,42409.83333,2016,2,9,20,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,42409.875,2016,2,9,21,80,µg/m³,1 Hr,Valid
Beijing,PM2.5,42409.91667,2016,2,9,22,69,µg/m³,1 Hr,Valid
Beijing,PM2.5,42409.95833,2016,2,9,23,62,µg/m³,1 Hr,Valid
Beijing,PM2.5,42410,2016,2,10,0,98,µg/m³,1 Hr,Valid
Beijing,PM2.5,42410.04167,2016,2,10,1,91,µg/m³,1 Hr,Valid
Beijing,PM2.5,42410.08333,2016,2,10,2,94,µg/m³,1 Hr,Valid
Beijing,PM2.5,42410.125,2016,2,10,3,86,µg/m³,1 Hr,Valid
Beijing,PM2.5,42410.16667,2016,2,10,4,79,µg/m³,1 Hr,Valid
Beijing,PM2.5,42410.20833,2016,2,10,5,78,µg/m³,1 Hr,Valid
Beijing,PM2.5,42410.25,2016,2,10,6,97,µg/m³,1 Hr,Valid
Beijing,PM2.5,42410.29167,2016,2,10,7,92,µg/m³,1 Hr,Valid
Beijing,PM2.5,42410.33333,2016,2,10,8,110,µg/m³,1 Hr,Valid
Beijing,PM2.5,42410.375,2016,2,10,9,86,µg/m³,1 Hr,Valid
Beijing,PM2.5,42410.41667,2016,2,10,10,71,µg/m³,1 Hr,Valid
Beijing,PM2.5,42410.45833,2016,2,10,11,83,µg/m³,1 Hr,Valid
Beijing,PM2.5,42410.5,2016,2,10,12,93,µg/m³,1 Hr,Valid
Beijing,PM2.5,42410.54167,2016,2,10,13,109,µg/m³,1 Hr,Valid
Beijing,PM2.5,42410.58333,2016,2,10,14,115,µg/m³,1 Hr,Valid
Beijing,PM2.5,42410.625,2016,2,10,15,116,µg/m³,1 Hr,Valid
Beijing,PM2.5,42410.66667,2016,2,10,16,119,µg/m³,1 Hr,Valid
Beijing,PM2.5,42410.70833,2016,2,10,17,117,µg/m³,1 Hr,Valid
Beijing,PM2.5,42410.75,2016,2,10,18,121,µg/m³,1 Hr,Valid
Beijing,PM2.5,42410.79167,2016,2,10,19,138,µg/m³,1 Hr,Valid
Beijing,PM2.5,42410.83333,2016,2,10,20,177,µg/m³,1 Hr,Valid
Beijing,PM2.5,42410.875,2016,2,10,21,206,µg/m³,1 Hr,Valid
Beijing,PM2.5,42410.91667,2016,2,10,22,217,µg/m³,1 Hr,Valid
Beijing,PM2.5,42410.95833,2016,2,10,23,222,µg/m³,1 Hr,Valid
Beijing,PM2.5,42411,2016,2,11,0,227,µg/m³,1 Hr,Valid
Beijing,PM2.5,42411.04167,2016,2,11,1,195,µg/m³,1 Hr,Valid
Beijing,PM2.5,42411.08333,2016,2,11,2,180,µg/m³,1 Hr,Valid
Beijing,PM2.5,42411.125,2016,2,11,3,184,µg/m³,1 Hr,Valid
Beijing,PM2.5,42411.16667,2016,2,11,4,186,µg/m³,1 Hr,Valid
Beijing,PM2.5,42411.20833,2016,2,11,5,234,µg/m³,1 Hr,Valid
Beijing,PM2.5,42411.25,2016,2,11,6,230,µg/m³,1 Hr,Valid
Beijing,PM2.5,42411.29167,2016,2,11,7,188,µg/m³,1 Hr,Valid
Beijing,PM2.5,42411.33333,2016,2,11,8,154,µg/m³,1 Hr,Valid
Beijing,PM2.5,42411.375,2016,2,11,9,148,µg/m³,1 Hr,Valid
Beijing,PM2.5,42411.41667,2016,2,11,10,164,µg/m³,1 Hr,Valid
Beijing,PM2.5,42411.45833,2016,2,11,11,157,µg/m³,1 Hr,Valid
Beijing,PM2.5,42411.5,2016,2,11,12,157,µg/m³,1 Hr,Valid
Beijing,PM2.5,42411.54167,2016,2,11,13,176,µg/m³,1 Hr,Valid
Beijing,PM2.5,42411.58333,2016,2,11,14,172,µg/m³,1 Hr,Valid
Beijing,PM2.5,42411.625,2016,2,11,15,135,µg/m³,1 Hr,Valid
Beijing,PM2.5,42411.66667,2016,2,11,16,129,µg/m³,1 Hr,Valid
Beijing,PM2.5,42411.70833,2016,2,11,17,120,µg/m³,1 Hr,Valid
Beijing,PM2.5,42411.75,2016,2,11,18,122,µg/m³,1 Hr,Valid
Beijing,PM2.5,42411.79167,2016,2,11,19,99,µg/m³,1 Hr,Valid
Beijing,PM2.5,42411.83333,2016,2,11,20,89,µg/m³,1 Hr,Valid
Beijing,PM2.5,42411.875,2016,2,11,21,93,µg/m³,1 Hr,Valid
Beijing,PM2.5,42411.91667,2016,2,11,22,95,µg/m³,1 Hr,Valid
Beijing,PM2.5,42411.95833,2016,2,11,23,102,µg/m³,1 Hr,Valid
Beijing,PM2.5,42412,2016,2,12,0,114,µg/m³,1 Hr,Valid
Beijing,PM2.5,42412.04167,2016,2,12,1,96,µg/m³,1 Hr,Valid
Beijing,PM2.5,42412.08333,2016,2,12,2,106,µg/m³,1 Hr,Valid
Beijing,PM2.5,42412.125,2016,2,12,3,169,µg/m³,1 Hr,Valid
Beijing,PM2.5,42412.16667,2016,2,12,4,171,µg/m³,1 Hr,Valid
Beijing,PM2.5,42412.20833,2016,2,12,5,164,µg/m³,1 Hr,Valid
Beijing,PM2.5,42412.25,2016,2,12,6,145,µg/m³,1 Hr,Valid
Beijing,PM2.5,42412.29167,2016,2,12,7,148,µg/m³,1 Hr,Valid
Beijing,PM2.5,42412.33333,2016,2,12,8,143,µg/m³,1 Hr,Valid
Beijing,PM2.5,42412.375,2016,2,12,9,142,µg/m³,1 Hr,Valid
Beijing,PM2.5,42412.41667,2016,2,12,10,145,µg/m³,1 Hr,Valid
Beijing,PM2.5,42412.45833,2016,2,12,11,161,µg/m³,1 Hr,Valid
Beijing,PM2.5,42412.5,2016,2,12,12,171,µg/m³,1 Hr,Valid
Beijing,PM2.5,42412.54167,2016,2,12,13,171,µg/m³,1 Hr,Valid
Beijing,PM2.5,42412.58333,2016,2,12,14,161,µg/m³,1 Hr,Valid
Beijing,PM2.5,42412.625,2016,2,12,15,166,µg/m³,1 Hr,Valid
Beijing,PM2.5,42412.66667,2016,2,12,16,176,µg/m³,1 Hr,Valid
Beijing,PM2.5,42412.70833,2016,2,12,17,190,µg/m³,1 Hr,Valid
Beijing,PM2.5,42412.75,2016,2,12,18,186,µg/m³,1 Hr,Valid
Beijing,PM2.5,42412.79167,2016,2,12,19,213,µg/m³,1 Hr,Valid
Beijing,PM2.5,42412.83333,2016,2,12,20,194,µg/m³,1 Hr,Valid
Beijing,PM2.5,42412.875,2016,2,12,21,141,µg/m³,1 Hr,Valid
Beijing,PM2.5,42412.91667,2016,2,12,22,41,µg/m³,1 Hr,Valid
Beijing,PM2.5,42412.95833,2016,2,12,23,26,µg/m³,1 Hr,Valid
Beijing,PM2.5,42413,2016,2,13,0,18,µg/m³,1 Hr,Valid
Beijing,PM2.5,42413.04167,2016,2,13,1,21,µg/m³,1 Hr,Valid
Beijing,PM2.5,42413.08333,2016,2,13,2,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,42413.125,2016,2,13,3,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,42413.16667,2016,2,13,4,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,42413.20833,2016,2,13,5,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,42413.25,2016,2,13,6,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,42413.29167,2016,2,13,7,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,42413.33333,2016,2,13,8,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,42413.375,2016,2,13,9,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,42413.41667,2016,2,13,10,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,42413.45833,2016,2,13,11,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,42413.5,2016,2,13,12,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,42413.54167,2016,2,13,13,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,42413.58333,2016,2,13,14,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,42413.625,2016,2,13,15,22,µg/m³,1 Hr,Valid
Beijing,PM2.5,42413.66667,2016,2,13,16,25,µg/m³,1 Hr,Valid
Beijing,PM2.5,42413.70833,2016,2,13,17,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,42413.75,2016,2,13,18,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,42413.79167,2016,2,13,19,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,42413.83333,2016,2,13,20,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,42413.875,2016,2,13,21,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,42413.91667,2016,2,13,22,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,42413.95833,2016,2,13,23,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,42414,2016,2,14,0,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,42414.04167,2016,2,14,1,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,42414.08333,2016,2,14,2,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,42414.125,2016,2,14,3,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,42414.16667,2016,2,14,4,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,42414.20833,2016,2,14,5,4,µg/m³,1 Hr,Valid
Beijing,PM2.5,42414.25,2016,2,14,6,5,µg/m³,1 Hr,Valid
Beijing,PM2.5,42414.29167,2016,2,14,7,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,42414.33333,2016,2,14,8,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,42414.375,2016,2,14,9,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,42414.41667,2016,2,14,10,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,42414.45833,2016,2,14,11,10,µg/m³,1 Hr,Valid
Beijing,PM2.5,42414.5,2016,2,14,12,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,42414.54167,2016,2,14,13,14,µg/m³,1 Hr,Valid
Beijing,PM2.5,42414.58333,2016,2,14,14,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,42414.625,2016,2,14,15,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,42414.66667,2016,2,14,16,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,42414.70833,2016,2,14,17,3,µg/m³,1 Hr,Valid
Beijing,PM2.5,42414.75,2016,2,14,18,3,µg/m³,1 Hr,Valid
Beijing,PM2.5,42414.79167,2016,2,14,19,5,µg/m³,1 Hr,Valid
Beijing,PM2.5,42414.83333,2016,2,14,20,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,42414.875,2016,2,14,21,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,42414.91667,2016,2,14,22,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,42414.95833,2016,2,14,23,16,µg/m³,1 Hr,Valid
Beijing,PM2.5,42415,2016,2,15,0,4,µg/m³,1 Hr,Valid
Beijing,PM2.5,42415.04167,2016,2,15,1,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,42415.08333,2016,2,15,2,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,42415.125,2016,2,15,3,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,42415.16667,2016,2,15,4,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,42415.20833,2016,2,15,5,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,42415.25,2016,2,15,6,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,42415.29167,2016,2,15,7,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,42415.33333,2016,2,15,8,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,42415.375,2016,2,15,9,5,µg/m³,1 Hr,Valid
Beijing,PM2.5,42415.41667,2016,2,15,10,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,42415.45833,2016,2,15,11,13,µg/m³,1 Hr,Valid
Beijing,PM2.5,42415.5,2016,2,15,12,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,42415.54167,2016,2,15,13,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,42415.58333,2016,2,15,14,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,42415.625,2016,2,15,15,7,µg/m³,1 Hr,Valid
Beijing,PM2.5,42415.66667,2016,2,15,16,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,42415.70833,2016,2,15,17,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,42415.75,2016,2,15,18,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,42415.79167,2016,2,15,19,15,µg/m³,1 Hr,Valid
Beijing,PM2.5,42415.83333,2016,2,15,20,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,42415.875,2016,2,15,21,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,42415.91667,2016,2,15,22,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,42415.95833,2016,2,15,23,9,µg/m³,1 Hr,Valid
Beijing,PM2.5,42416,2016,2,16,0,17,µg/m³,1 Hr,Valid
Beijing,PM2.5,42416.04167,2016,2,16,1,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,42416.08333,2016,2,16,2,12,µg/m³,1 Hr,Valid
Beijing,PM2.5,42416.125,2016,2,16,3,11,µg/m³,1 Hr,Valid
Beijing,PM2.5,42416.16667,2016,2,16,4,8,µg/m³,1 Hr,Valid
Beijing,PM2.5,42416.20833,2016,2,16,5,5,µg/m³,1 Hr,Valid
Beijing,PM2.5,42416.25,2016,2,16,6,4,µg/m³,1 Hr,Valid
Beijing,PM2.5,42416.29167,2016,2,16,7,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,42416.33333,2016,2,16,8,6,µg/m³,1 Hr,Valid
Beijing,PM2.5,42416.375,2016,2,16,9,4,µg/m³,1 Hr,Valid
